location,description,url,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,default_profile,default_profile_image,has_extended_profile,bot
NULL,No descrition,No url,89,64,3,50580,164,FALSE,249,en,TRUE,FALSE,FALSE,0
Bem longe - Brasil,Has description,No url,61,66,0,9360,0,FALSE,255,en,FALSE,FALSE,FALSE,0
Los Angeles ,Has description,Url,96801,310,895,7835,23,TRUE,25003,en,FALSE,FALSE,FALSE,0
"Boston, MA",Has description,Url,4126,4721,372,11820,1959,FALSE,8386,en,FALSE,FALSE,FALSE,0
"Maryland, USA",Has description,Url,368069,620,4277,18915,7263,TRUE,13659,en,FALSE,FALSE,FALSE,0
NATO Secretary General,No descrition,Url,416856,35568,2920,68838,1215,TRUE,3013,en,FALSE,FALSE,FALSE,0
Washington DC,Has description,Url,141730,582,2386,58674,24,TRUE,1281,en,TRUE,FALSE,FALSE,0
NULL,No descrition,No url,43,269,0,28620,2,FALSE,27,en,TRUE,FALSE,FALSE,0
"Palo Alto, CA",Has description,Url,1359462,978964,7101,55883,11517,TRUE,16099,en,FALSE,FALSE,FALSE,0
Los Angeles ,Has description,Url,46472564,1272,133825,1005,135,TRUE,4200,en,FALSE,FALSE,FALSE,0
New York | Islamabad,Has description,No url,94472,66,62,38820,336,TRUE,857,en,FALSE,FALSE,FALSE,0
Earth,Has description,Url,24,17,0,67500,0,FALSE,3064,en,FALSE,FALSE,FALSE,0
Miami,Has description,Url,1182355,272,9485,1021,2498,TRUE,9677,en,FALSE,FALSE,FALSE,0
NULL,Has description,No url,266,1090,18,70320,553,FALSE,379,en-gb,TRUE,FALSE,FALSE,0
Nepal,Has description,No url,7,68,0,65100,8,FALSE,15,en,TRUE,FALSE,TRUE,0
"Pittsburgh, PA",Has description,NULL,46,70,2,56879,205,FALSE,173,en,FALSE,FALSE,NULL,0
San Francisco,Has description,No url,1738,255,21,21780,1880,FALSE,2120,en,TRUE,FALSE,FALSE,0
Time is the best MASTER....,Has description,Url,411,2060,0,44421,115,FALSE,250,en,FALSE,FALSE,TRUE,0
NULL,Has description,No url,5917438,1419,26370,48197,1365,TRUE,19002,en,FALSE,FALSE,TRUE,0
"New York, NY",Has description,Url,11003417,0,31469,68809,423,TRUE,7628,en,FALSE,FALSE,FALSE,0
NULL,Has description,Url,743721,55,1219,46144,7,FALSE,8332,en,FALSE,FALSE,FALSE,0
"Myrtle Beach, SC",Has description,No url,61,726,1,6180,826,FALSE,232,en,TRUE,FALSE,TRUE,0
Chicago,Has description,Url,15307,774,360,18381,843,TRUE,2786,en,FALSE,FALSE,FALSE,0
NULL,No descrition,NULL,4,14,0,3387,18,FALSE,29,en,TRUE,TRUE,NULL,0
"Brooklyn, NY",Has description,Url,2786,2608,1562,71580,34817,FALSE,36290,en,FALSE,FALSE,TRUE,0
NULL,Has description,NULL,70,354,8,82585,60,FALSE,5074,es,FALSE,FALSE,FALSE,0
Virginia ,Has description,Url,724989,751,6262,64235,97,TRUE,4179,en,FALSE,FALSE,FALSE,0
"ÌÏT: 25.795546,-80.128808",Has description,Url,1353547,11248,3914,53215,2013,TRUE,24483,en,FALSE,FALSE,FALSE,0
Lawss Angleez,Has description,Url,2936656,779,22532,76818,1188,TRUE,37440,en,FALSE,FALSE,FALSE,0
LONDON,Has description,Url,376564,423,734,73137,5306,TRUE,1747,en,FALSE,FALSE,FALSE,0
"Atlanta, NYC",Has description,Url,375395,856,2743,74348,1051,TRUE,12859,en,FALSE,FALSE,FALSE,0
"Chennai, India",Has description,Url,215,162,27,49260,421,FALSE,2450,en,FALSE,FALSE,TRUE,0
"Campinas, Brasil",Has description,No url,210,95,1,19560,398,FALSE,9462,pt,FALSE,FALSE,FALSE,0
"Samut Prakan, Thailand",Has description,No url,41,72,2,52440,2737,FALSE,9615,en,FALSE,FALSE,TRUE,0
NULL,No descrition,No url,2018998,2367,9238,72327,1733,TRUE,11443,en,FALSE,FALSE,TRUE,0
"Los Angeles, CA",Has description,Url,19088,700,352,3199,1948,TRUE,9310,en,FALSE,FALSE,FALSE,0
"Pittsburgh, PA",Has description,No url,167,272,0,27303,73,FALSE,634,en,FALSE,FALSE,TRUE,0
"Raleigh, NC",Has description,Url,214,746,3,4405,155,FALSE,1177,en,FALSE,FALSE,FALSE,0
"Palm Harbor, Fla.",Has description,Url,19309,1202,1139,64592,254,TRUE,5036,en,FALSE,FALSE,FALSE,0
NULL,Has description,NULL,207,746,1,63643,1690,FALSE,794,en,TRUE,FALSE,NULL,0
tx,Has description,Url,1527,777,9,83640,28218,FALSE,42282,en,FALSE,FALSE,TRUE,0
"Dayton, OH",Has description,NULL,57,947,0,14868,0,FALSE,25,en,TRUE,FALSE,NULL,0
NULL,Has description,No url,212,163,13,72960,4,FALSE,225,en,FALSE,FALSE,FALSE,0
LOU-WILL-VILLE,No descrition,Url,156517,956,1271,19585,29,TRUE,21659,en,FALSE,FALSE,FALSE,0
NULL,Has description,Url,23008,183,986,77234,0,FALSE,4575,en,FALSE,TRUE,FALSE,0
Vancouver B.C.,Has description,Url,177,459,1,5121,3950,FALSE,2248,en,FALSE,FALSE,FALSE,0
Brasil,Has description,Url,1044180,557,3582,67493,5,TRUE,2389,en-gb,FALSE,FALSE,FALSE,0
United States,Has description,NULL,9,21,0,8502,19,FALSE,6,en,TRUE,FALSE,NULL,0
Fabulous Las Vegas,No descrition,Url,3664718,35,15921,60576,1,TRUE,770,en,FALSE,FALSE,FALSE,0
"Mountain View, CA",Has description,Url,49222,8,1772,80653,19,FALSE,489,en,TRUE,FALSE,FALSE,0
NULL,Has description,No url,777,614,41,28068,690,FALSE,499,en,FALSE,FALSE,FALSE,0
Chicago,Has description,Url,47395,1099,3332,69600,714021,TRUE,24623,en,FALSE,FALSE,TRUE,0
NULL,Has description,No url,180,145,0,80640,411,FALSE,180,en,TRUE,FALSE,TRUE,0
Londres,Has description,No url,588,1532,25,75540,268,FALSE,6773,pt,FALSE,FALSE,FALSE,0
"Seattle, WA",Has description,Url,27,87,3,9060,78,FALSE,63,en,FALSE,FALSE,FALSE,0
Chennai,No descrition,No url,97,279,0,52980,42,FALSE,16,en,FALSE,FALSE,TRUE,0
Silicon Valley,Has description,Url,7088,354,418,78433,546,FALSE,309,en,TRUE,FALSE,FALSE,0
"Jacareí_, SP",Has description,Url,24,12,0,44880,0,FALSE,59,en,FALSE,FALSE,FALSE,0
L.A,Has description,Url,59480,26,469,31124,2295,TRUE,11879,en,FALSE,FALSE,FALSE,0
Rio de Janeiro,Has description,No url,442,1239,3,79320,18,FALSE,1617,pt,FALSE,FALSE,FALSE,0
campinas,Has description,Url,116,216,0,18120,40,FALSE,2440,pt,FALSE,FALSE,FALSE,0
Amsterdam,Has description,Url,821,1279,164,37920,246,FALSE,585,en,FALSE,FALSE,FALSE,0
NULL,Has description,Url,23290650,319,35640,64885,115,TRUE,53864,en,FALSE,FALSE,FALSE,0
NULL,No descrition,Url,73,395,0,25080,0,FALSE,2187,en,FALSE,FALSE,FALSE,0
NULL,Has description,No url,1209026,559,5133,17421,19,TRUE,5019,en,FALSE,FALSE,FALSE,0
NULL,Has description,No url,243122,303,2969,14673,5,TRUE,2725,en,FALSE,FALSE,FALSE,0
"London, England",Has description,No url,3012,729,754,68655,10678,FALSE,14560,en,FALSE,FALSE,FALSE,0
NULL,Has description,Url,1120752,8561,9587,67043,14350,TRUE,9872,en,FALSE,FALSE,FALSE,0
NULL,No descrition,No url,5,19,0,82860,0,FALSE,9,en,TRUE,TRUE,FALSE,0
Bay Area #GoldenState #Oakland,Has description,No url,3706945,69092,14625,82233,31627,TRUE,63643,en,FALSE,FALSE,TRUE,0
Mumbai,Has description,Url,1040765,558,2418,54794,215,TRUE,4703,en,TRUE,FALSE,FALSE,0
NULL,Has description,No url,1584,432,0,73164,424,FALSE,360,en,FALSE,FALSE,FALSE,0
Huezil,Has description,Url,62,121,0,69360,432,FALSE,1260,pt,FALSE,FALSE,FALSE,0
"Geneva, Switzerland",Has description,Url,11695916,274,45082,27120,21313,TRUE,32146,pt,FALSE,FALSE,FALSE,0
"ÌÏT: 19.342726,-99.201309",Has description,Url,251768,8274,1460,61708,847,TRUE,9902,en,FALSE,FALSE,FALSE,0
Brasil,Has description,Url,37,88,0,16020,0,FALSE,39,en,FALSE,FALSE,FALSE,0
London,Has description,No url,2633,2086,140,46440,555,FALSE,9628,en,FALSE,FALSE,FALSE,0
"Los Angeles, CA",Has description,Url,292043,4643,3088,417,9625,TRUE,37195,en,FALSE,FALSE,FALSE,0
"Brooklyn, NY",Has description,Url,8932,1015,193,74880,32932,TRUE,19498,en,FALSE,FALSE,TRUE,0
Oceanfront property in Utah,Has description,Url,133553,95060,1455,28740,1453,FALSE,40763,en,FALSE,FALSE,FALSE,0
Davao City,Has description,No url,32,70,0,8424,0,FALSE,4,en,TRUE,FALSE,TRUE,0
NULL,Has description,No url,216,50,3,85920,423,FALSE,9957,pt,FALSE,FALSE,FALSE,0
Montreal,Has description,Url,1202,255,81,78499,510,FALSE,1019,en,FALSE,FALSE,FALSE,0
Apex,No descrition,No url,20,195,0,63240,1,FALSE,32,en,TRUE,FALSE,FALSE,0
NULL,Has description,No url,235449,104,697,82735,410,TRUE,3143,en,FALSE,FALSE,FALSE,0
"Abilene, TX",Has description,No url,1270,876,2,3060,5630,FALSE,17894,en,TRUE,FALSE,TRUE,0
NULL,No descrition,No url,56,295,1,57429,16,FALSE,102,en,FALSE,FALSE,FALSE,0
Greater Noida,No descrition,No url,0,297,0,18960,262,FALSE,36,en,TRUE,TRUE,FALSE,0
"Los Angeles, CA",Has description,No url,661893,504,14029,25524,110,TRUE,12036,en,FALSE,FALSE,FALSE,0
New York City,Has description,Url,142786,239,2185,28653,40,TRUE,2192,en,TRUE,FALSE,FALSE,0
Lawrence Kansas,Has description,No url,443,497,1,73620,1555,FALSE,1202,pt,TRUE,FALSE,TRUE,0
@happyhippiefdn,Has description,Url,31942389,373,58780,66960,82,TRUE,8453,en,FALSE,FALSE,FALSE,0
Campinas- SP - Brasil,No descrition,No url,40,141,0,64500,0,FALSE,292,pt,FALSE,FALSE,FALSE,0
"San Francisco, CA",Has description,Url,8530951,890,108650,5220,1860,TRUE,151681,en,FALSE,FALSE,FALSE,0
"Bauru, Sí£o Paulo",Has description,No url,301,550,1,17160,4017,FALSE,42931,en,FALSE,FALSE,FALSE,0
NULL,Has description,NULL,49468,46,79,23625,418,FALSE,10015,en,FALSE,FALSE,FALSE,0
On a Boat,Has description,Url,59756,1134,490,4740,7356,TRUE,8334,en,FALSE,FALSE,FALSE,0
Arkansas,Has description,Url,41748,687,1961,57952,73,TRUE,2960,en,FALSE,FALSE,FALSE,0
Campinas - SP,No descrition,No url,6,98,0,9060,0,FALSE,1,pt,TRUE,FALSE,FALSE,0
Window seat,Has description,Url,86,397,0,42000,1347,FALSE,160,en,FALSE,FALSE,FALSE,0
NULL,No descrition,No url,53,400,1,61713,1678,FALSE,136,en,TRUE,FALSE,FALSE,0
"Memphis, TN",No descrition,Url,58300207,233,76018,69050,40,TRUE,3589,en,FALSE,FALSE,FALSE,0
"Ann Arbor, MI",Has description,No url,88,231,2,18660,9,FALSE,184,en,FALSE,FALSE,FALSE,0
NULL,Has description,No url,91,1688,0,23249,0,FALSE,16,en-gb,TRUE,FALSE,FALSE,0
Twitter,Has description,Url,905,1,105,63240,9,FALSE,102189,en,TRUE,FALSE,FALSE,0
"Georgia, USA",No descrition,NULL,0,10,0,6904,0,FALSE,1,en,TRUE,FALSE,NULL,0
Brooklyn,Has description,Url,2811,1211,152,56460,3409,FALSE,12150,en,FALSE,FALSE,TRUE,0
NULL,Has description,No url,246,251,9,58380,3221,FALSE,1642,en,TRUE,FALSE,FALSE,0
"NIGGA, NEW YORK",Has description,Url,320964,1114,3413,21494,3956,TRUE,59792,en,FALSE,FALSE,FALSE,0
"New York, USA",Has description,Url,465,903,3,84720,1179,FALSE,6405,en,FALSE,FALSE,FALSE,0
Damansara,Has description,Url,858,597,1,25440,4620,FALSE,11519,en,FALSE,FALSE,FALSE,0
Natal/RN,Has description,No url,57,67,0,4620,15,FALSE,1295,pt,FALSE,FALSE,FALSE,0
Red Hour Films - Los Angeles,No descrition,No url,5445575,357,30150,58903,3799,TRUE,3529,en,TRUE,FALSE,FALSE,0
NULL,No descrition,Url,1247114,411,4885,77340,68,TRUE,1585,en,FALSE,FALSE,FALSE,0
"New York, NY",Has description,Url,52199,482,1219,82362,25011,TRUE,18263,en,FALSE,FALSE,FALSE,0
"Seattle, WAeattle",Has description,Url,13725,429,41,60893,14931,FALSE,4044,en,TRUE,FALSE,FALSE,0
NULL,No descrition,NULL,2,75,0,25601,0,FALSE,0,en,TRUE,TRUE,NULL,0
"Mumbai, India",Has description,No url,84,103,7,38340,107,FALSE,158,en,FALSE,FALSE,FALSE,0
NULL,Has description,No url,1511303,0,853,61560,0,TRUE,263,en,TRUE,FALSE,FALSE,0
NULL,Has description,Url,455,137,50,51799,169,FALSE,254,en,TRUE,FALSE,FALSE,0
"Philadelphia, PA",Has description,No url,131,181,6,5884,3,FALSE,10,en,FALSE,FALSE,FALSE,0
NULL,Has description,Url,224,781,0,63420,0,FALSE,5,en,TRUE,FALSE,FALSE,0
India,Has description,Url,426854,892,390,75060,399,TRUE,48381,en,FALSE,FALSE,FALSE,0
"Lexington, KY",Has description,No url,147,104,3,80966,231,FALSE,6097,it,FALSE,FALSE,FALSE,0
NULL,Has description,No url,111,329,1,60960,2,FALSE,1978,en,FALSE,FALSE,FALSE,0
"Campinas, Sp",Has description,Url,68,133,0,1260,9,FALSE,1817,en,FALSE,FALSE,FALSE,0
"Leesburg, Florida",Has description,Url,269,0,6,69532,0,FALSE,1571,en,FALSE,FALSE,FALSE,0
Washington DC,Has description,Url,784689,5265,10472,19426,0,TRUE,42520,en,FALSE,FALSE,FALSE,0
"New York, NY",No descrition,Url,3490480,448,7772,71576,22,TRUE,3966,en,FALSE,FALSE,FALSE,0
"Los Angeles, CA",Has description,Url,20997,567,528,5709,433,TRUE,1927,en,FALSE,FALSE,FALSE,0
"ÌÏT: 52.478533,-1.907616",Has description,Url,5293996,101,7694,43320,23,TRUE,5172,en,FALSE,FALSE,FALSE,0
Los Angeles,Has description,Url,64350,56,735,52353,2197,TRUE,4557,en,FALSE,FALSE,FALSE,0
United States,No descrition,No url,5,5,0,66780,2,FALSE,29,en,FALSE,FALSE,FALSE,0
"Hyderabad, India",Has description,No url,54,54,1,26520,264,FALSE,104,en,TRUE,FALSE,TRUE,0
Montreal,Has description,Url,219,408,7,20760,18,FALSE,435,en,FALSE,FALSE,FALSE,0
NULL,Has description,Url,14014,202,524,1978,257,TRUE,5079,en,FALSE,FALSE,FALSE,0
"New Jersey, USA",Has description,Url,15,84,0,74220,28,FALSE,25,en,FALSE,FALSE,FALSE,0
India,Has description,Url,7886947,239,5192,31620,4533,TRUE,1637,en,FALSE,FALSE,TRUE,0
New York City,Has description,Url,26522,1533,1223,72660,2793,TRUE,11373,en,FALSE,FALSE,FALSE,0
"Brooklyn, NY",Has description,Url,12,14,1,45360,3,FALSE,27,en,TRUE,FALSE,TRUE,0
"Seattle, WA",Has description,No url,126,253,15,65520,19,FALSE,411,en,TRUE,FALSE,FALSE,0
NULL,Has description,Url,61546,3,959,16645,0,TRUE,231,ja,FALSE,FALSE,FALSE,0
Lahore,Has description,No url,15,59,0,30620,0,FALSE,5,en,TRUE,FALSE,FALSE,0
"Los Angeles, CA",Has description,NULL,43,116,0,13406,273,FALSE,145,en,TRUE,FALSE,TRUE,0
"New York, New York",Has description,Url,1075,455,36,66720,964,FALSE,1851,en,FALSE,FALSE,TRUE,0
cps,No descrition,No url,38,75,0,85620,0,FALSE,496,en,FALSE,FALSE,FALSE,0
Nebraska,Has description,Url,11980,8927,261,53220,20,FALSE,20015,en,FALSE,FALSE,FALSE,0
Los Angeles,Has description,Url,4651330,509,32051,25200,3060,TRUE,3545,en,FALSE,FALSE,FALSE,0
New York City,No descrition,No url,5616,276,270,60302,0,FALSE,452,en,TRUE,FALSE,FALSE,0
NULL,Has description,No url,370,595,1,63120,10406,FALSE,2460,en,TRUE,FALSE,TRUE,0
NULL,Has description,No url,804,503,0,11520,4875,FALSE,4846,en,TRUE,FALSE,TRUE,0
NULL,Has description,No url,9374054,663,46921,81206,491,TRUE,66,en,FALSE,FALSE,FALSE,0
soundcloud.com/kevinscampoli,Has description,Url,19779,308,29,85380,5053,FALSE,7046,en,FALSE,FALSE,TRUE,0
"Columbia, SC",Has description,Url,8244,485,313,70317,148,TRUE,1715,en,FALSE,FALSE,FALSE,0
NULL,Has description,No url,6374,422,42,44992,723,TRUE,459,es,TRUE,FALSE,FALSE,0
"Washington, DC",Has description,No url,188,663,6,7740,8715,FALSE,14158,en,FALSE,FALSE,TRUE,0
mathilde@frontapp.com,Has description,Url,4932,959,1,31242,3469,FALSE,2431,fr,TRUE,FALSE,FALSE,0
Bangalore,Has description,No url,138,332,5,65964,71,FALSE,924,en,TRUE,FALSE,TRUE,0
"Pietermaritzburg, South Africa",Has description,No url,519,1836,11,21480,36,FALSE,139,en,FALSE,FALSE,FALSE,0
Belo Horizonte,Has description,No url,21,114,0,61080,0,FALSE,7,en,FALSE,FALSE,FALSE,0
"Seattle, WA",Has description,No url,60,131,6,2580,392,FALSE,108,en,TRUE,FALSE,FALSE,0
"Berlin, Germany",Has description,Url,1717,25,53,36540,0,FALSE,9,en,TRUE,FALSE,FALSE,0
basil,Has description,No url,15,78,0,36360,1,FALSE,186,pt,FALSE,FALSE,FALSE,0
NULL,No descrition,No url,15,23,0,39027,2,FALSE,2,en,FALSE,FALSE,TRUE,0
NULL,Has description,No url,48,64,0,14640,299,FALSE,93,en,TRUE,FALSE,FALSE,0
Paris,Has description,Url,5183570,1840,25196,3087,12,TRUE,1985,en,FALSE,FALSE,TRUE,0
"ÌÏT: 34.109553,-118.336445",Has description,No url,403994,654,2553,266,34,TRUE,16482,en,FALSE,FALSE,TRUE,0
NULL,No descrition,No url,25,166,0,63420,0,FALSE,12,en,TRUE,TRUE,FALSE,0
"New York, NY, USA",Has description,Url,1878,262,64,55920,109,FALSE,1718,en,FALSE,FALSE,FALSE,0
NULL,Has description,Url,455598,204,1779,30360,196,TRUE,1104,en,TRUE,FALSE,FALSE,0
NULL,Has description,No url,12825837,31,69919,81104,41,TRUE,4326,en,FALSE,FALSE,FALSE,0
NULL,Has description,No url,4178299,400,15134,54988,93,TRUE,12290,en,FALSE,FALSE,FALSE,0
"Campinas, Brasil",No descrition,No url,398,247,2,6180,9404,FALSE,13063,pt,FALSE,FALSE,FALSE,0
"Los Angeles, CA",Has description,Url,2039677,0,19842,86044,2,TRUE,9256,en,FALSE,FALSE,FALSE,0
SÌ£o Paulo ,Has description,No url,480088,116,3209,61457,7,TRUE,4435,en,FALSE,FALSE,FALSE,0
"Boston, MA",Has description,Url,2753,683,156,65650,3403,FALSE,4542,en,FALSE,FALSE,TRUE,0
mumbai / india,Has description,Url,4459,911,31,29045,976,FALSE,8532,en,FALSE,FALSE,TRUE,0
NULL,Has description,No url,0,20,0,57360,0,FALSE,2,en,TRUE,FALSE,FALSE,0
"Atlanta, GA",Has description,Url,237,368,3,82513,13,FALSE,87,en,FALSE,FALSE,TRUE,0
"New York, NY",Has description,Url,212,922,12,8460,684,FALSE,259,en,FALSE,FALSE,FALSE,0
"Brooklyn, NY",Has description,No url,159,242,3,1296,13,FALSE,292,en,TRUE,FALSE,FALSE,0
NULL,Has description,NULL,238,169,103,46602,0,FALSE,225216,en,TRUE,FALSE,FALSE,0
"Los Angeles, CA",Has description,Url,31872,460,990,78177,865,TRUE,13838,en,FALSE,FALSE,FALSE,0
twitter.com,Has description,No url,683,1411,2,63840,9,FALSE,645,en,FALSE,FALSE,FALSE,0
NULL,Has description,Url,3211350,23,5707,2340,751,TRUE,8867,en,FALSE,FALSE,FALSE,0
1 Joí£o 2.14,Has description,No url,187,292,3,72000,0,FALSE,5495,pt,FALSE,FALSE,FALSE,0
"Las Vegas, NV",Has description,No url,14240,406,687,6400,402,TRUE,1186,en,FALSE,FALSE,TRUE,0
"Los Angeles, CA",Has description,Url,258608,719,1640,84995,208,TRUE,3353,en,FALSE,FALSE,TRUE,0
NULL,No descrition,No url,129,88,1,13137,2,FALSE,54,en,FALSE,FALSE,FALSE,0
Reykjavik,No descrition,Url,738119,33,13315,1878,6,TRUE,1125,en,FALSE,FALSE,FALSE,0
"Nonthaburi, Thailand",Has description,Url,25,14,1,60660,69,FALSE,282,en,FALSE,FALSE,FALSE,0
"San Francisco, CA ",Has description,Url,278002,2831,21481,56178,19491,TRUE,29298,en,FALSE,FALSE,FALSE,0
"Chicago, IL",Has description,Url,5852,254,211,8865,151,TRUE,5926,en,FALSE,FALSE,FALSE,0
"Brooklyn, New York",Has description,Url,84127,11349,5022,81900,27745,TRUE,84045,en,FALSE,FALSE,TRUE,0
"Seattle, WA",Has description,Url,1002080,208,7925,73962,49,TRUE,2293,en,FALSE,FALSE,FALSE,0
NULL,Has description,No url,81,60,0,25440,31,FALSE,20,en,TRUE,FALSE,FALSE,0
"Los Angeles, CA",Has description,Url,5262,291,401,66153,0,FALSE,969,en,FALSE,FALSE,FALSE,0
NULL,No descrition,Url,50,268,0,56820,5,FALSE,20,pt,FALSE,FALSE,FALSE,0
NULL,No descrition,No url,208,768,30,36769,970,FALSE,4057,fr,FALSE,FALSE,FALSE,0
"Brasil, Campinas/Sp",Has description,No url,94,389,0,3960,1,FALSE,132,pt,FALSE,FALSE,FALSE,0
"Melbourne, Victoria",Has description,No url,97,245,0,43432,249,FALSE,1086,en,FALSE,FALSE,FALSE,0
"Mission, TX",Has description,No url,13071,12939,27,62965,315,FALSE,1778,en,TRUE,FALSE,FALSE,0
NULL,Has description,Url,14526527,7109,53022,67505,11833,TRUE,28809,en,FALSE,FALSE,FALSE,0
Los Angeles,Has description,Url,50441,197,894,23094,2783,TRUE,4652,en,FALSE,FALSE,FALSE,0
Puerto Rico,Has description,Url,44697,415,814,76128,2530,TRUE,4654,en,FALSE,FALSE,FALSE,0
"Anywhere, USA",Has description,Url,2226900,2284,24944,75802,847,TRUE,19873,en,FALSE,FALSE,FALSE,0
New York,Has description,Url,3885,333,186,85440,153,FALSE,2100,en,TRUE,FALSE,FALSE,0
NULL,Has description,Url,227013,1,6349,3809,0,TRUE,210,en,FALSE,FALSE,FALSE,0
"Brooklyn, NY",Has description,Url,104,126,2,77700,9,FALSE,21,en,TRUE,FALSE,FALSE,0
"Dublin, Ireland",Has description,No url,3662977,502,3559,58380,3332,TRUE,6077,en,FALSE,FALSE,FALSE,0
NULL,Has description,No url,203,2231,0,3960,693,FALSE,36,en,TRUE,FALSE,FALSE,0
"Berlin, Germany",Has description,Url,700,568,54,82560,3521,FALSE,21746,en,FALSE,FALSE,FALSE,0
"Orange County, Ca",Has description,Url,4426,2604,136,51991,551,FALSE,5250,en,FALSE,FALSE,FALSE,0
United Kingdom,Has description,Url,1221007,14466,5214,33256,3216,TRUE,12793,en,FALSE,FALSE,FALSE,0
Philadelphia ,Has description,Url,428,483,16,47100,5050,FALSE,2195,en,FALSE,FALSE,FALSE,0
"Ann Arbor, MI",Has description,Url,44,99,2,61260,20,FALSE,24,en,FALSE,FALSE,TRUE,0
"New York, New York",Has description,Url,750,566,20,8100,35,FALSE,5458,en,FALSE,FALSE,FALSE,0
"Stanford, CA",Has description,Url,277538,241,3687,74427,88,TRUE,8341,en,FALSE,FALSE,FALSE,0
India,Has description,No url,35,321,2,14220,6143,FALSE,82,en,FALSE,FALSE,TRUE,0
Lahore,Has description,No url,13,61,0,11690,8,FALSE,1,en,TRUE,FALSE,TRUE,0
"Dallas, TX",Has description,No url,351335,19,1221,70500,395,TRUE,25,en,FALSE,FALSE,FALSE,0
UPTOWN / Los Angeles,No descrition,No url,17032,276,441,11167,751,FALSE,3121,en,FALSE,FALSE,FALSE,0
"Lagos, Nigeria",Has description,Url,554,1188,13,40140,1579,FALSE,25119,en,FALSE,FALSE,TRUE,0
"New York, NY",Has description,No url,39454,592,4006,78840,848,TRUE,15890,en,FALSE,FALSE,FALSE,0
"Connecticut, USA",Has description,No url,166,497,1,61560,2928,FALSE,1660,en,FALSE,FALSE,TRUE,0
"Chicago, IL",No descrition,Url,1106,4998,6,78834,119,FALSE,136,en,FALSE,FALSE,NULL,0
"Corpus Christi, Tx",Has description,NULL,61,146,3,65588,77,FALSE,82,en,TRUE,FALSE,NULL,0
NULL,Has description,No url,45,140,0,49080,734,FALSE,596,en,TRUE,FALSE,TRUE,0
Jaipur,Has description,No url,192,304,3,38341,128,FALSE,119,en,FALSE,FALSE,FALSE,0
Switzerland,Has description,Url,6719130,82,10504,81180,329,TRUE,1317,en,FALSE,FALSE,FALSE,0
Brasil,Has description,No url,86,184,0,80760,6048,FALSE,6128,pt,FALSE,FALSE,FALSE,0
NULL,Has description,No url,302,249,4,65760,953,FALSE,17338,pt,FALSE,FALSE,FALSE,0
Kolkata,No descrition,No url,9,30,0,40680,0,FALSE,1,en,TRUE,FALSE,FALSE,0
"Metz, France",Has description,No url,779,471,209,45366,271,FALSE,278,en,FALSE,FALSE,FALSE,0
United States,No descrition,Url,1229427,337,5979,75123,18,TRUE,440,en,FALSE,FALSE,FALSE,0
Los Angeles,No descrition,No url,59,94,1,62666,5,FALSE,65,en,FALSE,FALSE,FALSE,0
London and San Francisco,Has description,Url,14722,12377,496,21960,4033,FALSE,3551,en,FALSE,FALSE,FALSE,0
NULL,No descrition,Url,297738,328,1607,66835,17,TRUE,2639,en,FALSE,FALSE,FALSE,0
NULL,No descrition,NULL,26,240,0,34032,3,FALSE,141,en,TRUE,FALSE,NULL,0
LA/Philly/Everywhere,Has description,Url,585497,415,4365,409,11932,TRUE,21729,en,FALSE,FALSE,FALSE,0
"Abu Dhabi, United Arab Emirate",Has description,Url,234,230,57,29700,82,FALSE,248,en,TRUE,FALSE,FALSE,0
hokie,Has description,Url,171,523,1,57780,4186,FALSE,6162,en,FALSE,FALSE,TRUE,0
NULL,Has description,Url,57664,97,1468,77696,808,TRUE,2675,en,FALSE,FALSE,FALSE,0
"San Francisco, CA",Has description,No url,266,284,6,25200,15684,FALSE,6938,en,FALSE,FALSE,TRUE,0
Brasil.,Has description,Url,25,223,3,57120,0,FALSE,28,pt,FALSE,FALSE,FALSE,0
Fabulous Las Vegas,Has description,Url,6755,207,338,27109,474,TRUE,2370,en,FALSE,FALSE,FALSE,0
"Washington, DC",Has description,Url,181791,2646,1962,9529,43,TRUE,3642,en,FALSE,FALSE,FALSE,0
NULL,Has description,Url,48848,88,0,81426,1,FALSE,705,en,FALSE,TRUE,FALSE,0
NULL,No descrition,No url,67,84,2,67500,2,FALSE,932,en,FALSE,FALSE,FALSE,0
Los Angeles,Has description,No url,544,664,10,67740,25216,FALSE,20266,en,FALSE,FALSE,TRUE,0
Space Is The Place,Has description,Url,22667,880,969,66600,509,FALSE,6306,en,FALSE,FALSE,FALSE,0
New Delhi,Has description,Url,46135,296,257,34566,3601,FALSE,10025,en,TRUE,FALSE,FALSE,0
NULL,Has description,Url,112,155,28,30660,392,FALSE,4620,en,FALSE,FALSE,FALSE,0
Sí£o Paulo,Has description,Url,715,1793,6,7860,0,FALSE,11059,pt,FALSE,FALSE,FALSE,0
Boston,Has description,Url,645,1303,33,50880,934,FALSE,6610,en,FALSE,FALSE,TRUE,0
"Kavadi Guda, Hyderabad",No descrition,No url,6,91,0,14340,1,FALSE,1,en,TRUE,FALSE,TRUE,0
new york,Has description,Url,36,183,0,53710,12,FALSE,27,en,FALSE,FALSE,FALSE,0
NULL,No descrition,No url,10,36,0,86340,0,FALSE,13,pt,TRUE,FALSE,FALSE,0
